cliente_id,centro_id,fecha,hora,tipo_acceso,clase_asistida,duracion_entrenamiento_min
3,5,2026-05-26,07:30,Tarjeta,Pilates,35
3,5,2026-05-01,18:00,Tarjeta,Boxing,36
3,5,2026-04-27,07:30,Tarjeta,Stretching,58
3,5,2026-07-01,09:00,App,Natación,68
3,5,2026-04-19,12:00,QR,Stretching,84
3,5,2026-03-15,10:00,Torniquete,Stretching,108
3,5,2026-06-21,12:00,Torniquete,Body Pump,117
3,5,2026-05-14,19:00,Torniquete,Natación,62
3,5,2026-02-17,07:00,Tarjeta,,31
3,5,2026-05-15,10:00,App,Body Pump,114
3,5,2026-06-13,21:00,Tarjeta,,36
3,5,2026-06-11,18:00,Torniquete,,77
3,5,2026-02-19,19:00,Torniquete,CrossFit,80
3,5,2026-02-23,08:00,Tarjeta,Funcional,31
3,5,2026-03-16,10:00,App,Yoga,72
3,5,2026-05-10,07:30,App,,80
3,5,2026-06-07,11:00,App,Natación,30
3,5,2026-06-07,08:00,Torniquete,Natación,103
3,5,2026-07-06,18:00,Tarjeta,Body Pump,65
3,5,2026-03-03,07:00,App,Stretching,59
3,5,2026-05-23,11:00,App,,94
3,5,2026-04-27,09:00,Torniquete,Spinning,82
3,5,2026-04-11,17:00,App,,71
3,5,2026-06-21,17:00,QR,Body Pump,62
3,5,2026-04-07,19:00,App,,118
3,5,2026-04-15,07:30,Torniquete,Pilates,40
3,5,2026-04-26,07:00,Torniquete,Pilates,99
3,5,2026-05-11,09:00,Torniquete,Stretching,72
3,5,2026-04-09,18:00,Tarjeta,Stretching,104
3,5,2026-07-09,09:00,QR,,107
3,5,2026-03-18,07:30,Tarjeta,Funcional,40
3,5,2026-03-10,21:00,Torniquete,CrossFit,34
3,5,2026-04-15,12:00,Tarjeta,Spinning,103
3,5,2026-04-26,07:30,App,Zumba,119
4,2,2026-05-25,07:00,QR,Yoga,80
4,2,2026-06-10,18:00,App,,111
4,2,2026-04-23,18:00,QR,CrossFit,60
4,2,2026-05-16,12:00,QR,Yoga,101
4,2,2026-05-15,12:00,Tarjeta,Funcional,115
4,2,2026-05-18,07:00,Torniquete,Natación,65
4,2,2026-06-14,10:00,QR,,105
4,2,2026-04-12,17:00,App,Yoga,111
4,2,2026-04-06,17:00,App,Spinning,59
4,2,2026-06-14,08:00,QR,Stretching,83
4,2,2026-04-08,21:00,Tarjeta,Body Pump,93
4,2,2026-06-09,11:00,Torniquete,,30
4,2,2026-06-04,18:00,QR,Boxing,35
4,2,2026-04-28,10:00,Tarjeta,,57
4,2,2026-06-28,18:00,Torniquete,Body Pump,79
4,2,2026-07-10,11:00,QR,Pilates,91
4,2,2026-07-06,17:00,QR,Stretching,68
4,2,2026-05-12,12:00,Torniquete,Yoga,43
4,2,2026-07-06,17:00,Tarjeta,Natación,69
4,2,2026-05-16,11:00,QR,,74
4,2,2026-05-20,11:00,Tarjeta,Pilates,95
4,2,2026-05-01,17:00,App,Pilates,79
4,2,2026-04-16,19:00,App,Zumba,94
4,2,2026-05-30,10:00,Torniquete,,56
4,2,2026-04-29,07:00,QR,,78
4,2,2026-05-06,11:00,Tarjeta,Spinning,85
4,2,2026-05-25,21:00,App,,82
4,2,2026-07-04,09:00,App,Natación,100
4,2,2026-05-13,07:00,Tarjeta,Funcional,88
4,2,2026-05-17,19:00,QR,Funcional,35
4,2,2026-04-07,20:00,App,Stretching,102
4,2,2026-05-21,08:00,Tarjeta,CrossFit,93
4,2,2026-05-14,19:00,App,,86
4,2,2026-07-04,20:00,Torniquete,Spinning,86
4,2,2026-04-06,09:00,QR,Yoga,46
4,2,2026-05-03,19:00,Tarjeta,Pilates,53
4,2,2026-04-19,07:00,Tarjeta,Boxing,113
4,2,2026-06-21,10:00,App,Pilates,59
4,2,2026-06-18,20:00,App,Spinning,48
4,2,2026-06-15,19:00,App,Zumba,65
5,3,2026-03-30,21:00,Torniquete,Natación,102
5,3,2026-06-09,21:00,App,,30
5,3,2026-05-22,19:00,QR,,46
5,3,2026-06-18,11:00,Tarjeta,Boxing,80
5,3,2026-06-01,08:00,QR,Yoga,47
5,3,2026-05-09,11:00,App,Funcional,36
6,3,2026-06-26,12:00,QR,Zumba,97
6,3,2025-10-01,11:00,QR,Boxing,91
6,3,2026-01-19,09:00,Torniquete,Yoga,104
6,3,2025-08-23,18:00,Torniquete,Zumba,51
6,3,2026-01-08,11:00,QR,Pilates,97
6,3,2026-07-09,11:00,App,Funcional,82
6,3,2026-02-08,08:00,QR,Body Pump,33
6,3,2025-11-09,18:00,Tarjeta,Boxing,97
6,3,2025-08-20,17:00,Tarjeta,Spinning,116
6,3,2026-04-11,07:00,App,,105
6,3,2026-05-07,08:00,Torniquete,CrossFit,39
6,3,2025-11-08,07:00,Torniquete,Stretching,71
6,3,2025-09-29,12:00,Tarjeta,CrossFit,105
6,3,2025-09-20,20:00,App,Boxing,90
6,3,2025-09-26,18:00,Tarjeta,Pilates,96
6,3,2025-10-31,09:00,Torniquete,Zumba,50
6,3,2026-02-04,19:00,QR,,82
6,3,2026-04-15,19:00,Torniquete,Funcional,115
6,3,2025-09-20,12:00,QR,Zumba,44
6,3,2025-12-06,07:00,App,CrossFit,53
6,3,2025-10-08,18:00,Torniquete,Funcional,30
6,3,2026-07-03,11:00,Torniquete,,35
6,3,2026-04-12,18:00,Tarjeta,Zumba,73
6,3,2026-06-02,08:00,Torniquete,Pilates,117
6,3,2026-04-22,21:00,Torniquete,Yoga,92
6,3,2026-01-09,10:00,QR,Zumba,38
6,3,2025-12-21,10:00,Tarjeta,Stretching,47
6,3,2025-08-09,21:00,Torniquete,Spinning,64
6,3,2025-12-17,12:00,App,Funcional,70
6,3,2025-08-14,21:00,Torniquete,,42
6,3,2026-01-11,08:00,Tarjeta,,117
6,3,2025-09-23,17:00,QR,Zumba,51
6,3,2026-06-16,09:00,Tarjeta,Spinning,91
6,3,2025-10-12,11:00,QR,,99
6,3,2026-04-07,09:00,Torniquete,Stretching,77
6,3,2025-10-26,17:00,App,CrossFit,118
6,3,2025-10-01,09:00,Tarjeta,Boxing,120
6,3,2025-08-17,07:00,Tarjeta,Spinning,41
6,3,2026-03-02,11:00,Tarjeta,Stretching,49
6,3,2026-03-17,08:00,Tarjeta,Funcional,39
6,3,2026-02-25,21:00,QR,Boxing,120
6,3,2026-05-22,19:00,Tarjeta,Spinning,42
6,3,2026-01-07,07:00,Torniquete,Stretching,85
6,3,2025-10-31,19:00,Tarjeta,,46
6,3,2026-06-28,19:00,App,Body Pump,39
6,3,2025-09-23,08:00,Torniquete,Yoga,101
6,3,2026-04-24,18:00,QR,Pilates,60
6,3,2026-03-18,21:00,App,Stretching,87
6,3,2026-07-11,10:00,App,,91
6,3,2025-09-16,11:00,App,Stretching,43
6,3,2026-01-18,18:00,QR,Body Pump,45
6,3,2026-06-03,12:00,App,,107
6,3,2025-08-16,17:00,Torniquete,Zumba,106
6,3,2026-04-19,07:00,Tarjeta,Body Pump,88
6,3,2026-02-08,21:00,Torniquete,,69
6,3,2026-04-10,10:00,Tarjeta,CrossFit,104
6,3,2025-12-14,08:00,Tarjeta,Pilates,74
6,3,2025-09-08,07:30,App,,38
6,3,2026-04-12,10:00,Tarjeta,,87
6,3,2026-03-14,20:00,Tarjeta,,89
6,3,2025-11-09,08:00,QR,Zumba,54
6,3,2025-08-21,10:00,App,,73
6,3,2026-02-07,19:00,Tarjeta,Boxing,93
6,3,2026-04-19,19:00,Tarjeta,Body Pump,90
6,3,2026-05-17,11:00,Tarjeta,,69
6,3,2026-03-20,18:00,Torniquete,Pilates,108
6,3,2025-09-23,07:00,App,Zumba,98
6,3,2025-08-15,07:00,QR,Pilates,67
6,3,2025-11-13,19:00,Tarjeta,Spinning,110
6,3,2026-06-27,21:00,Torniquete,Stretching,66
6,3,2026-07-08,19:00,Torniquete,Natación,119
6,3,2026-01-12,17:00,App,Funcional,83
6,3,2026-05-08,10:00,App,Natación,78
6,3,2026-05-03,08:00,QR,Zumba,106
6,3,2026-04-25,07:00,App,Natación,106
6,3,2026-03-16,07:00,Torniquete,,64
6,3,2025-08-24,07:00,Torniquete,,72
6,3,2026-04-28,17:00,App,Yoga,120
6,3,2026-05-15,17:00,App,Pilates,80
6,3,2026-02-03,07:30,QR,Funcional,72
6,3,2025-12-09,19:00,Torniquete,Spinning,111
6,3,2026-06-09,18:00,QR,Pilates,108
6,3,2026-03-20,09:00,QR,Stretching,97
6,3,2026-02-23,17:00,QR,Pilates,50
6,3,2025-09-21,18:00,App,,112
6,3,2026-01-28,19:00,Tarjeta,,83
6,3,2025-11-08,17:00,Torniquete,Body Pump,61
6,3,2025-09-11,07:00,App,Pilates,85
6,3,2026-04-20,21:00,QR,Funcional,60
6,3,2025-12-18,11:00,Torniquete,Spinning,55
6,3,2026-04-30,19:00,Torniquete,Stretching,34
6,3,2025-08-21,07:00,Tarjeta,Zumba,88
6,3,2025-12-16,07:30,QR,Zumba,48
6,3,2025-11-23,18:00,Tarjeta,CrossFit,120
6,3,2026-01-27,11:00,QR,,36
6,3,2026-02-17,08:00,App,Yoga,81
6,3,2025-08-29,17:00,App,,120
6,3,2026-06-11,21:00,Tarjeta,Funcional,76
6,3,2026-02-25,19:00,App,Stretching,55
6,3,2026-02-06,09:00,Tarjeta,Stretching,32
6,3,2026-02-21,11:00,App,,115
6,3,2025-09-13,08:00,QR,Pilates,95
6,3,2025-11-14,18:00,App,Body Pump,88
6,3,2026-04-02,09:00,Torniquete,CrossFit,61
6,3,2026-07-02,17:00,App,Zumba,73
6,3,2026-03-07,20:00,App,Spinning,53
6,3,2026-03-17,12:00,QR,Yoga,52
6,3,2026-04-25,10:00,Tarjeta,Zumba,32
6,3,2025-08-22,19:00,QR,CrossFit,88
6,3,2026-04-23,07:00,App,CrossFit,74
6,3,2026-06-20,11:00,Torniquete,Natación,36
6,3,2026-05-09,09:00,App,Body Pump,42
6,3,2026-06-28,17:00,Torniquete,Body Pump,75
6,3,2026-01-27,18:00,Tarjeta,Spinning,105
6,3,2026-02-26,20:00,Torniquete,Zumba,49
6,3,2026-04-26,20:00,QR,Body Pump,80
6,3,2026-02-06,07:30,Torniquete,Stretching,109
6,3,2026-04-23,11:00,QR,Yoga,46
6,3,2026-01-29,09:00,Torniquete,Funcional,96
6,3,2026-06-04,19:00,Torniquete,CrossFit,74
6,3,2026-07-02,11:00,App,,118
6,3,2026-02-04,19:00,QR,,38
6,3,2025-08-31,21:00,Tarjeta,Yoga,72
6,3,2025-10-31,11:00,QR,Funcional,45
6,3,2025-12-24,12:00,App,Pilates,95
6,3,2025-08-23,20:00,App,Zumba,82
6,3,2026-03-09,07:00,Tarjeta,Yoga,82
6,3,2026-05-05,07:30,QR,,85
6,3,2026-03-13,11:00,App,Spinning,30
6,3,2025-11-20,12:00,Torniquete,Body Pump,35
6,3,2026-02-14,08:00,Torniquete,Body Pump,107
6,3,2025-09-28,20:00,Tarjeta,Boxing,75
6,3,2025-08-05,20:00,Tarjeta,Stretching,87
6,3,2025-11-19,07:30,QR,CrossFit,117
6,3,2026-03-24,21:00,Tarjeta,Spinning,94
6,3,2026-06-21,21:00,Torniquete,Yoga,35
6,3,2026-06-02,10:00,Tarjeta,,42
6,3,2026-06-17,21:00,App,Stretching,49
6,3,2025-11-06,18:00,Torniquete,Boxing,106
6,3,2026-03-28,07:00,QR,,80
6,3,2025-08-10,07:30,Tarjeta,CrossFit,101
6,3,2025-10-18,07:30,Tarjeta,Boxing,90
6,3,2025-10-11,21:00,QR,Yoga,97
6,3,2026-01-13,12:00,Torniquete,Body Pump,110
6,3,2026-06-24,20:00,Tarjeta,Body Pump,81
6,3,2025-09-30,18:00,App,Natación,91
6,3,2026-04-13,18:00,Torniquete,Spinning,91
6,3,2026-04-24,21:00,Tarjeta,Pilates,30
6,3,2025-08-20,18:00,Torniquete,,115
6,3,2026-02-14,17:00,App,,54
6,3,2025-11-20,09:00,QR,Natación,66
6,3,2026-07-03,17:00,App,,33
6,3,2025-10-12,09:00,Torniquete,,81
6,3,2025-09-06,17:00,QR,Yoga,112
6,3,2026-03-04,11:00,QR,Stretching,100
6,3,2026-03-30,12:00,Tarjeta,Yoga,63
6,3,2025-12-26,17:00,QR,Stretching,34
6,3,2025-12-02,12:00,Tarjeta,Funcional,77
6,3,2026-06-07,18:00,QR,,92
6,3,2026-05-22,07:30,Tarjeta,Zumba,75
6,3,2025-12-04,07:00,QR,,107
6,3,2026-01-06,12:00,App,Zumba,61
6,3,2026-05-28,18:00,Torniquete,,113
6,3,2025-11-30,09:00,App,Spinning,34
6,3,2026-05-05,11:00,QR,Natación,72
6,3,2026-03-25,09:00,Tarjeta,,91
6,3,2025-11-08,09:00,Torniquete,,55
6,3,2026-05-23,12:00,Tarjeta,,101
6,3,2025-11-08,07:30,App,Natación,43
6,3,2026-01-03,10:00,Tarjeta,,49
6,3,2026-07-06,07:30,App,Zumba,115
6,3,2026-06-13,08:00,QR,Zumba,73
6,3,2026-01-29,07:00,Torniquete,Body Pump,67
6,3,2025-09-13,07:00,Torniquete,,102
6,3,2025-09-15,18:00,App,Stretching,93
6,3,2025-12-19,20:00,Tarjeta,CrossFit,96
6,3,2025-10-24,17:00,App,Zumba,78
7,5,2026-07-06,10:00,App,Boxing,58
7,5,2026-06-18,20:00,Torniquete,Spinning,33
7,5,2026-06-24,07:30,QR,CrossFit,70
7,5,2026-07-07,19:00,QR,Stretching,58
7,5,2026-07-12,17:00,QR,Yoga,86
7,5,2026-06-24,19:00,Tarjeta,Body Pump,64
7,5,2026-06-29,12:00,App,Boxing,109
7,5,2026-06-27,21:00,App,Body Pump,42
8,2,2026-06-26,19:00,Tarjeta,Pilates,48
8,2,2026-07-02,08:00,Tarjeta,,71
8,2,2026-06-22,12:00,Torniquete,Spinning,51
8,2,2026-07-08,09:00,Torniquete,Pilates,58
8,2,2026-06-14,10:00,Torniquete,Body Pump,78
8,2,2026-06-19,17:00,Tarjeta,Yoga,53
8,2,2026-07-01,07:30,QR,Boxing,102
8,2,2026-06-19,07:00,QR,Yoga,96
8,2,2026-06-15,20:00,App,,94
8,2,2026-06-14,07:00,QR,Yoga,82
8,2,2026-06-30,12:00,Torniquete,,99
9,1,2026-05-18,19:00,App,Funcional,97
9,1,2026-02-21,10:00,QR,Funcional,111
9,1,2026-02-05,07:00,Tarjeta,,54
9,1,2026-03-28,07:30,QR,Pilates,90
9,1,2026-04-03,19:00,QR,Boxing,66
9,1,2026-04-26,10:00,App,Spinning,48
9,1,2026-06-02,10:00,App,Zumba,98
9,1,2026-02-23,12:00,App,,39
9,1,2026-05-11,17:00,App,Funcional,39
9,1,2026-04-27,11:00,Torniquete,CrossFit,39
9,1,2026-06-14,18:00,Torniquete,,49
9,1,2026-04-06,20:00,Tarjeta,,105
9,1,2026-06-11,10:00,Torniquete,Stretching,61
9,1,2026-01-22,19:00,Tarjeta,Spinning,79
9,1,2026-06-21,07:00,QR,Funcional,41
9,1,2026-03-06,19:00,Torniquete,Yoga,104
9,1,2026-02-05,08:00,QR,Natación,114
9,1,2026-01-20,19:00,App,Zumba,92
9,1,2026-03-30,18:00,App,Zumba,38
9,1,2026-07-01,09:00,QR,Yoga,65
9,1,2026-06-19,09:00,Torniquete,Boxing,43
9,1,2026-06-14,18:00,Torniquete,Zumba,31
9,1,2026-04-16,07:30,App,Pilates,70
9,1,2026-01-31,07:30,Tarjeta,Stretching,115
9,1,2026-07-12,10:00,QR,Funcional,34
9,1,2026-03-06,11:00,Tarjeta,Spinning,103
9,1,2026-05-03,07:00,Tarjeta,Funcional,42
9,1,2026-04-28,20:00,Tarjeta,Boxing,57
9,1,2026-06-25,07:00,App,Yoga,63
9,1,2026-04-13,12:00,QR,Body Pump,90
9,1,2026-06-10,08:00,Tarjeta,Body Pump,114
9,1,2026-03-14,19:00,QR,,36
9,1,2026-03-18,21:00,QR,Spinning,58
9,1,2026-05-19,17:00,QR,Zumba,109
9,1,2026-02-02,19:00,Tarjeta,Spinning,107
9,1,2026-05-15,09:00,Torniquete,,59
9,1,2026-04-03,21:00,QR,Yoga,53
9,1,2026-02-01,12:00,QR,Yoga,30
9,1,2026-04-05,07:00,App,Pilates,84
9,1,2026-03-19,11:00,App,Yoga,119
9,1,2026-01-28,18:00,Torniquete,Body Pump,92
9,1,2026-04-02,09:00,Torniquete,,34
9,1,2026-06-22,07:00,Tarjeta,,72
9,1,2026-04-28,12:00,Torniquete,Pilates,71
9,1,2026-05-16,12:00,Torniquete,Natación,66
9,1,2026-07-07,07:00,QR,Funcional,67
9,1,2026-03-01,12:00,Tarjeta,Stretching,68
9,1,2026-02-19,12:00,QR,Boxing,62
9,1,2026-03-02,07:30,Tarjeta,Spinning,113
9,1,2026-05-10,12:00,Torniquete,Spinning,36
9,1,2026-03-18,17:00,Torniquete,,39
9,1,2026-03-21,17:00,App,,91
9,1,2026-04-23,19:00,QR,Stretching,55
9,1,2026-05-22,07:00,Tarjeta,Boxing,43
9,1,2026-06-14,07:30,Tarjeta,Yoga,103
9,1,2026-01-13,12:00,Torniquete,Spinning,65
9,1,2026-02-05,07:00,App,Yoga,64
9,1,2026-04-30,10:00,Torniquete,,75
9,1,2026-04-18,19:00,Tarjeta,Funcional,65
9,1,2026-05-15,09:00,App,,114
9,1,2026-03-02,10:00,Tarjeta,,73
9,1,2026-04-08,08:00,App,Stretching,43
9,1,2026-03-12,20:00,Torniquete,CrossFit,59
9,1,2026-04-11,09:00,Torniquete,,37
9,1,2026-04-24,19:00,App,Natación,110
9,1,2026-03-31,11:00,App,,79
9,1,2026-01-10,07:30,Tarjeta,,88
9,1,2026-05-13,07:30,Tarjeta,CrossFit,102
9,1,2026-04-26,12:00,App,Zumba,94
9,1,2026-03-08,21:00,App,CrossFit,101
9,1,2026-04-14,18:00,Tarjeta,Body Pump,114
9,1,2026-05-11,19:00,App,Funcional,114
9,1,2026-04-04,18:00,Tarjeta,,41
9,1,2026-05-07,21:00,Torniquete,CrossFit,65
9,1,2026-02-15,09:00,Torniquete,,91
9,1,2026-02-07,12:00,Tarjeta,Spinning,85
10,2,2026-07-09,11:00,QR,Boxing,112
10,2,2026-05-22,17:00,App,Body Pump,89
10,2,2025-09-04,08:00,Torniquete,,45
10,2,2025-12-26,08:00,QR,Spinning,80
10,2,2025-09-15,18:00,App,Body Pump,63
10,2,2025-12-23,10:00,Tarjeta,CrossFit,105
10,2,2025-10-12,21:00,Tarjeta,Spinning,43
10,2,2026-02-11,20:00,QR,Body Pump,92
10,2,2026-07-10,09:00,App,Zumba,114
10,2,2026-05-06,17:00,Torniquete,,99
10,2,2025-12-22,12:00,App,Body Pump,71
10,2,2026-05-09,19:00,Torniquete,Body Pump,33
10,2,2025-08-28,08:00,Tarjeta,Spinning,30
10,2,2026-06-18,20:00,Torniquete,,44
10,2,2025-08-05,21:00,Torniquete,Yoga,71
10,2,2025-12-07,07:30,Tarjeta,Yoga,104
10,2,2025-11-19,09:00,QR,,62
10,2,2025-08-27,20:00,Torniquete,Pilates,41
10,2,2026-03-16,07:00,Torniquete,,101
11,1,2026-05-24,18:00,QR,,78
11,1,2026-06-29,20:00,Tarjeta,Funcional,46
11,1,2026-05-23,20:00,App,Yoga,37
11,1,2026-05-06,20:00,QR,Boxing,45
11,1,2026-03-08,20:00,Tarjeta,,61
12,2,2026-02-02,12:00,QR,Body Pump,83
12,2,2026-06-25,19:00,App,Pilates,39
12,2,2025-12-27,18:00,App,Pilates,32
12,2,2026-03-29,09:00,Torniquete,Boxing,80
12,2,2025-12-14,10:00,Torniquete,Funcional,79
12,2,2026-06-26,20:00,App,Spinning,49
12,2,2026-05-25,12:00,QR,,44
12,2,2026-01-17,20:00,Tarjeta,Stretching,60
12,2,2026-03-26,18:00,App,Body Pump,110
12,2,2026-02-06,19:00,Torniquete,Natación,89
12,2,2026-03-23,10:00,Torniquete,CrossFit,48
12,2,2026-05-16,19:00,Torniquete,,103
12,2,2026-01-06,09:00,App,Body Pump,47
12,2,2025-12-23,18:00,App,,81
12,2,2025-12-18,17:00,Torniquete,Pilates,78
12,2,2025-11-27,19:00,App,Funcional,104
12,2,2026-05-07,19:00,QR,Pilates,53
12,2,2026-04-23,08:00,Tarjeta,,62
12,2,2026-05-07,10:00,QR,,61
12,2,2025-12-19,21:00,Tarjeta,,120
12,2,2026-01-07,18:00,Tarjeta,Boxing,44
12,2,2025-12-01,07:30,Torniquete,Zumba,58
12,2,2026-05-17,07:00,Tarjeta,Zumba,33
12,2,2026-02-08,21:00,Torniquete,Body Pump,101
12,2,2026-03-07,17:00,Torniquete,Body Pump,70
12,2,2026-01-14,11:00,Torniquete,,111
12,2,2025-11-22,12:00,App,,91
12,2,2026-02-27,17:00,Torniquete,Pilates,75
12,2,2026-02-15,07:30,App,Spinning,64
12,2,2026-04-04,09:00,Tarjeta,Pilates,44
12,2,2026-03-29,08:00,Tarjeta,Natación,32
12,2,2026-05-18,08:00,App,Body Pump,95
12,2,2026-04-27,07:30,Torniquete,Pilates,109
12,2,2026-04-22,11:00,Tarjeta,Funcional,59
12,2,2026-01-09,17:00,App,Stretching,75
12,2,2026-03-09,19:00,QR,,74
12,2,2026-06-25,19:00,App,Zumba,87
12,2,2026-05-05,20:00,Torniquete,Yoga,38
12,2,2026-03-12,20:00,App,Natación,88
12,2,2026-07-09,09:00,Tarjeta,Pilates,75
12,2,2026-04-03,20:00,Tarjeta,Natación,43
12,2,2026-06-16,08:00,QR,Boxing,67
12,2,2026-01-07,08:00,App,CrossFit,33
12,2,2025-12-21,07:00,Torniquete,Body Pump,80
12,2,2026-05-10,07:00,App,Stretching,51
12,2,2026-02-02,10:00,App,Boxing,89
12,2,2026-05-16,08:00,Torniquete,Spinning,90
12,2,2026-01-19,21:00,App,Yoga,51
12,2,2026-01-31,17:00,App,,84
12,2,2026-04-13,10:00,QR,Pilates,53
12,2,2026-07-12,17:00,App,Spinning,38
12,2,2026-02-05,17:00,Torniquete,Boxing,67
12,2,2026-06-07,18:00,Tarjeta,Zumba,116
12,2,2026-06-25,12:00,App,Funcional,108
12,2,2026-01-15,12:00,App,,80
12,2,2026-04-20,07:30,App,Stretching,71
12,2,2026-04-13,11:00,Torniquete,,120
12,2,2026-07-08,07:00,QR,Yoga,34
12,2,2026-03-03,07:30,QR,,98
12,2,2025-12-28,10:00,App,Pilates,84
12,2,2025-11-30,08:00,App,,36
12,2,2026-07-09,09:00,Tarjeta,Spinning,87
12,2,2026-06-08,08:00,App,Body Pump,34
12,2,2026-06-03,21:00,App,Spinning,120
12,2,2025-11-23,09:00,QR,,48
12,2,2025-11-30,20:00,QR,CrossFit,88
12,2,2026-04-19,09:00,Torniquete,Natación,103
12,2,2026-06-06,18:00,Torniquete,Stretching,44
12,2,2025-12-01,12:00,Tarjeta,CrossFit,45
12,2,2026-03-26,12:00,Tarjeta,Boxing,90
12,2,2026-01-07,20:00,QR,Spinning,61
12,2,2026-05-21,07:00,QR,Body Pump,65
12,2,2025-11-22,10:00,Torniquete,Spinning,79
12,2,2026-06-17,12:00,Tarjeta,Zumba,104
12,2,2026-03-16,07:00,Torniquete,,99
12,2,2026-04-30,10:00,QR,Boxing,33
12,2,2026-06-17,11:00,Torniquete,Funcional,82
12,2,2026-04-27,08:00,Tarjeta,,51
12,2,2026-03-02,07:00,App,Zumba,42
12,2,2026-06-12,11:00,Torniquete,Body Pump,32
12,2,2026-01-26,19:00,Tarjeta,Stretching,103
12,2,2026-01-13,12:00,Torniquete,,54
12,2,2026-06-11,11:00,App,,72
12,2,2026-04-08,08:00,App,,50
12,2,2026-06-08,20:00,Torniquete,Body Pump,94
12,2,2025-12-10,18:00,App,Funcional,112
12,2,2026-03-21,20:00,QR,CrossFit,74
12,2,2025-11-19,10:00,Torniquete,,69
12,2,2026-03-07,12:00,App,Body Pump,116
12,2,2026-05-23,19:00,QR,Spinning,43
12,2,2026-06-20,07:30,QR,,50
13,3,2025-07-26,12:00,App,Funcional,87
13,3,2025-07-17,18:00,App,Natación,35
13,3,2026-03-21,07:30,Tarjeta,Zumba,98
13,3,2025-09-15,07:00,App,Spinning,62
13,3,2026-01-10,18:00,Torniquete,,105
13,3,2025-11-13,07:30,Tarjeta,Yoga,69
13,3,2026-05-06,08:00,App,Body Pump,119
13,3,2026-01-25,21:00,QR,,76
13,3,2025-09-10,08:00,Torniquete,Body Pump,75
13,3,2025-09-27,12:00,Tarjeta,Body Pump,86
13,3,2025-11-01,19:00,Torniquete,Yoga,117
13,3,2026-04-07,17:00,App,Spinning,120
13,3,2026-02-06,11:00,Tarjeta,Natación,48
13,3,2025-11-28,10:00,QR,,117
13,3,2026-05-20,07:30,Tarjeta,Spinning,100
13,3,2025-09-24,11:00,Tarjeta,Spinning,43
13,3,2026-01-15,20:00,App,Pilates,44
13,3,2025-06-10,09:00,App,Natación,120
13,3,2025-10-18,19:00,Tarjeta,Spinning,30
13,3,2025-10-22,09:00,QR,Funcional,85
13,3,2025-07-29,21:00,Torniquete,Pilates,115
13,3,2025-10-26,20:00,App,Spinning,117
13,3,2025-11-01,10:00,Tarjeta,Yoga,44
13,3,2025-06-25,09:00,Tarjeta,Stretching,106
13,3,2026-05-09,17:00,Torniquete,,72
13,3,2025-07-21,12:00,Torniquete,,58
13,3,2026-03-26,18:00,Tarjeta,,99
13,3,2025-10-20,20:00,QR,Pilates,95
13,3,2026-01-06,21:00,Tarjeta,Boxing,113
13,3,2026-05-20,18:00,QR,,60
