cliente_id,num_tickets,tipo_incidencia_principal,incidencias_abiertas,tiempo_medio_resolucion_dias,ultima_incidencia,reclamaciones
140,1,Queja instalaciones,0,4.0,2026-03-10,2
141,1,Cambio de plan,0,3.0,2025-10-16,0
142,3,Incidencia con entrenador,0,1.8,2025-08-10,0
143,1,Problema con reserva de clase,0,1.8,2026-04-10,0
144,1,Solicitud de congelación,0,2.9,2025-07-30,0
145,4,Queja instalaciones,1,4.3,2026-06-25,0
146,4,Problema con tarjeta de acceso,0,2.5,2026-06-23,1
147,2,Cambio de plan,0,0.7,2025-09-22,1
148,1,Error en factura,0,2.7,2026-06-06,0
149,0,,0,,,0
150,1,Problema con tarjeta de acceso,0,3.1,2025-09-15,1
151,2,Incidencia con entrenador,1,1.3,2025-12-08,0
152,1,Error en factura,0,3.8,2025-09-08,0
153,2,Otros,0,3.5,2025-09-24,0
154,1,Problema con reserva de clase,0,4.1,2026-05-28,0
155,1,Otros,0,0.5,2026-05-20,0
156,2,Incidencia con entrenador,1,2.3,2025-11-24,2
157,1,Cambio de plan,0,2.6,2025-12-18,1
158,2,Problema con reserva de clase,2,5.1,2025-11-13,0
159,2,Solicitud de baja,0,3.5,2025-12-06,0
160,1,Error en factura,0,1.6,2025-12-14,0
161,4,Otros,0,3.3,2025-11-04,0
162,2,Problema con tarjeta de acceso,1,2.8,2025-09-16,1
163,1,Problema con reserva de clase,0,4.4,2025-12-19,1
164,4,Problema con reserva de clase,0,2.8,2025-08-31,1
165,2,Problema con tarjeta de acceso,0,3.3,2026-01-02,0
166,1,Queja instalaciones,1,1.6,2025-09-07,0
167,2,Incidencia con entrenador,0,3.2,2026-07-03,1
168,2,Otros,0,4.1,2026-04-18,3
169,0,,0,,,0
170,2,Solicitud de congelación,0,2.3,2025-07-22,1
171,1,Solicitud de congelación,1,3.6,2025-07-16,0
172,2,Queja instalaciones,0,3.2,2025-10-30,0
173,2,Problema con reserva de clase,1,5.3,2026-01-31,0
174,0,,0,,,0
175,4,Cambio de plan,1,2.6,2025-11-07,1
176,2,Solicitud de congelación,0,1.9,2026-04-23,0
177,1,Error en factura,0,1.4,2026-03-04,1
178,2,Problema con tarjeta de acceso,0,3.1,2026-05-27,1
179,0,,0,,,0
180,2,Otros,0,3.0,2025-12-25,0
181,3,Problema con reserva de clase,0,5.0,2025-11-23,1
182,0,,0,,,0
183,0,,0,,,0
184,2,Solicitud de congelación,1,3.2,2026-03-24,0
185,1,Otros,0,2.6,2025-11-21,0
186,1,Otros,0,2.4,2026-01-19,0
187,1,Queja instalaciones,1,3.4,2026-02-07,0
188,0,,0,,,0
189,4,Queja instalaciones,0,4.4,2026-07-10,0
190,2,Solicitud de congelación,0,3.6,2026-05-20,1
191,0,,0,,,0
192,2,Problema con tarjeta de acceso,0,3.8,2025-08-01,0
193,0,,0,,,0
194,1,Queja instalaciones,0,5.0,2025-10-26,0
195,1,Solicitud de baja,0,2.1,2025-08-15,0
196,2,Solicitud de congelación,0,4.6,2025-10-09,2
197,0,,0,,,0
198,1,Problema con reserva de clase,0,0.5,2025-12-12,0
199,0,,0,,,0
200,1,Cambio de plan,0,4.3,2025-11-08,0
201,2,Cambio de plan,0,2.5,2026-05-24,2
202,1,Solicitud de congelación,1,4.2,2026-01-05,0
203,0,,0,,,0
204,1,Error en factura,0,2.6,2025-10-26,1
205,2,Solicitud de congelación,0,3.0,2026-01-01,0
206,1,Solicitud de congelación,1,2.6,2026-02-25,1
207,0,,0,,,0
208,1,Problema con reserva de clase,1,4.0,2026-06-01,1
209,2,Incidencia con entrenador,0,1.9,2026-03-26,0
210,2,Otros,0,3.1,2026-04-17,0
211,1,Error en factura,0,2.5,2025-11-03,2
212,3,Otros,0,2.5,2025-08-27,0
213,2,Problema con tarjeta de acceso,0,2.2,2025-09-19,1
214,1,Otros,0,1.7,2026-06-03,0
215,3,Queja instalaciones,0,5.5,2025-10-01,0
216,0,,0,,,0
217,0,,0,,,0
218,2,Problema con reserva de clase,0,2.2,2026-05-16,0
219,1,Problema con reserva de clase,0,4.2,2025-11-18,1
220,2,Incidencia con entrenador,1,3.8,2025-10-09,1
221,1,Solicitud de congelación,1,1.9,2026-05-23,0
222,4,Solicitud de congelación,0,2.9,2025-09-22,1
223,4,Error en factura,0,5.5,2025-10-04,3
224,2,Problema con tarjeta de acceso,0,2.4,2025-10-12,1
225,0,,0,,,0
226,1,Error en factura,0,0.5,2026-03-01,0
227,0,,0,,,0
228,1,Problema con reserva de clase,0,2.5,2025-09-04,0
229,2,Queja instalaciones,1,3.2,2026-02-02,0
230,1,Queja instalaciones,0,4.7,2026-01-03,1
231,1,Solicitud de baja,0,3.6,2026-03-10,0
232,2,Problema con tarjeta de acceso,2,4.8,2026-05-20,2
233,1,Queja instalaciones,1,2.2,2026-06-09,3
234,1,Otros,1,2.3,2026-04-04,1
235,1,Cambio de plan,0,3.7,2026-05-26,0
236,0,,0,,,0
237,1,Error en factura,0,2.1,2026-04-02,1
238,1,Solicitud de congelación,0,3.8,2026-05-30,1
239,1,Incidencia con entrenador,0,3.4,2026-04-02,0
240,0,,0,,,0
241,0,,0,,,0
242,0,,0,,,0
243,1,Problema con tarjeta de acceso,1,2.8,2026-06-09,0
244,0,,0,,,0
245,1,Incidencia con entrenador,1,3.1,2026-02-04,0
246,0,,0,,,0
247,1,Cambio de plan,0,3.4,2026-07-06,0
248,2,Solicitud de baja,1,3.6,2025-07-12,1
249,2,Error en factura,0,2.8,2026-06-17,0
250,1,Problema con reserva de clase,0,2.4,2025-08-06,0
251,1,Incidencia con entrenador,1,3.5,2026-01-29,2
252,2,Solicitud de baja,0,2.4,2025-12-02,0
253,0,,0,,,0
254,1,Solicitud de congelación,1,3.6,2026-02-05,0
255,3,Incidencia con entrenador,0,4.4,2025-09-29,4
256,1,Queja instalaciones,0,3.1,2025-09-09,1
257,2,Error en factura,2,4.3,2025-09-08,0
258,1,Cambio de plan,0,5.2,2026-01-18,0
259,1,Queja instalaciones,0,3.7,2026-05-30,0
260,2,Error en factura,0,3.0,2026-06-30,0
261,2,Problema con reserva de clase,0,5.0,2025-12-28,2
262,3,Problema con reserva de clase,0,3.4,2025-07-23,1
263,4,Error en factura,0,5.6,2025-07-17,1
264,1,Otros,0,3.4,2025-08-20,1
265,4,Queja instalaciones,0,3.4,2026-05-09,0
266,2,Problema con reserva de clase,0,3.4,2025-10-10,1
267,1,Queja instalaciones,0,1.6,2026-05-08,0
268,0,,0,,,0
269,2,Queja instalaciones,0,2.9,2025-07-25,1
270,1,Error en factura,0,1.5,2025-08-19,1
271,1,Problema con reserva de clase,0,2.4,2026-04-15,0
272,0,,0,,,0
273,2,Problema con reserva de clase,1,4.3,2025-12-28,0
274,0,,0,,,0
275,1,Queja instalaciones,1,1.8,2026-06-26,0
276,4,Otros,1,3.8,2025-09-21,0
277,4,Error en factura,0,4.3,2026-07-10,1
278,2,Problema con tarjeta de acceso,0,3.3,2025-08-07,0
279,1,Incidencia con entrenador,0,3.3,2025-11-01,1
280,2,Queja instalaciones,0,2.3,2025-11-20,2
281,0,,0,,,0
282,2,Problema con tarjeta de acceso,0,2.3,2025-07-16,1
283,1,Solicitud de congelación,1,3.1,2025-08-15,1
284,0,,0,,,0
285,0,,0,,,0
286,1,Solicitud de baja,1,3.1,2026-02-25,0
287,3,Otros,0,2.4,2026-05-07,0
288,1,Cambio de plan,0,3.8,2026-04-05,0
289,1,Otros,0,2.9,2025-09-02,0
290,0,,0,,,0
291,1,Incidencia con entrenador,0,3.0,2026-05-27,0
292,0,,0,,,0
293,0,,0,,,0
294,2,Cambio de plan,0,1.5,2026-06-19,0
295,1,Incidencia con entrenador,0,4.2,2025-07-30,0
296,2,Otros,0,4.5,2026-06-30,0
297,1,Queja instalaciones,0,1.9,2025-08-22,0
298,1,Otros,0,0.8,2026-06-19,0
299,2,Cambio de plan,0,4.7,2025-10-02,1
300,0,,0,,,0
301,0,,0,,,0
302,0,,0,,,0
303,2,Problema con tarjeta de acceso,0,4.5,2026-04-09,1
304,3,Cambio de plan,2,5.2,2026-07-05,0
305,1,Problema con reserva de clase,1,3.6,2025-11-09,0
306,2,Cambio de plan,0,1.3,2025-11-23,0
307,2,Problema con reserva de clase,0,1.7,2026-01-18,0
308,1,Problema con tarjeta de acceso,0,1.5,2025-09-18,0
309,3,Problema con tarjeta de acceso,0,3.5,2025-10-27,0
310,0,,0,,,0
311,0,,0,,,0
312,1,Otros,0,2.8,2026-01-23,0
313,2,Problema con reserva de clase,0,2.2,2026-03-29,1
314,1,Problema con tarjeta de acceso,0,3.9,2026-05-24,0
315,1,Problema con reserva de clase,0,2.4,2025-12-03,0
316,0,,0,,,0
317,2,Queja instalaciones,0,5.6,2026-03-21,2
318,1,Otros,0,2.8,2025-10-23,0
319,1,Solicitud de baja,0,1.9,2025-12-28,0
320,2,Incidencia con entrenador,0,0.6,2025-08-31,0
321,1,Solicitud de congelación,1,5.3,2026-06-04,1
322,2,Solicitud de congelación,0,1.1,2025-12-10,0
323,4,Queja instalaciones,1,5.8,2026-05-02,0
324,2,Problema con tarjeta de acceso,0,5.1,2026-04-03,1
325,1,Otros,0,1.5,2025-12-28,0
326,3,Problema con tarjeta de acceso,3,5.0,2025-09-13,1
327,0,,0,,,0
328,0,,0,,,0
329,3,Cambio de plan,1,3.5,2025-08-05,0
330,1,Solicitud de baja,0,3.4,2025-09-19,1
331,0,,0,,,0
332,3,Problema con tarjeta de acceso,0,3.3,2026-03-24,0
333,1,Otros,0,3.6,2026-03-02,0
334,1,Otros,0,3.5,2025-09-14,2
335,2,Incidencia con entrenador,1,3.0,2025-09-23,2
336,1,Cambio de plan,1,1.4,2026-02-04,0
337,2,Error en factura,0,1.4,2026-03-01,0
338,6,Solicitud de baja,1,3.2,2025-09-26,2
339,1,Problema con tarjeta de acceso,0,3.2,2025-11-28,0
340,1,Queja instalaciones,0,3.4,2025-09-27,0
341,1,Solicitud de congelación,0,1.3,2025-12-14,0
342,0,,0,,,0
343,3,Solicitud de baja,1,2.4,2026-03-23,0
344,3,Problema con tarjeta de acceso,0,3.4,2026-03-20,0
345,1,Queja instalaciones,0,1.9,2025-08-09,1
346,6,Problema con reserva de clase,2,2.1,2026-03-03,2
347,0,,0,,,0
348,3,Otros,0,3.2,2025-10-20,0
349,0,,0,,,0
350,2,Problema con reserva de clase,0,3.0,2025-12-12,0
351,1,Incidencia con entrenador,1,2.4,2025-12-29,0
352,2,Queja instalaciones,1,3.4,2025-08-06,1
353,0,,0,,,0
354,1,Otros,1,2.2,2025-08-06,0
355,3,Queja instalaciones,0,3.2,2026-04-18,0
356,1,Otros,0,2.2,2026-07-11,0
357,1,Error en factura,1,2.4,2026-01-01,1
358,1,Solicitud de congelación,0,2.8,2026-06-20,0
359,2,Problema con reserva de clase,0,3.4,2025-12-05,0
360,1,Otros,0,3.3,2026-02-09,0
361,1,Problema con reserva de clase,0,1.5,2025-10-31,0
362,1,Otros,1,3.0,2026-07-02,1
363,0,,0,,,0
364,5,Problema con reserva de clase,0,3.4,2026-03-21,0
365,1,Solicitud de baja,0,4.6,2026-02-24,0
366,1,Cambio de plan,1,1.4,2025-11-10,1
367,2,Incidencia con entrenador,1,3.1,2026-04-27,1
368,1,Error en factura,0,3.0,2026-05-31,0
369,0,,0,,,0
370,0,,0,,,0
371,1,Solicitud de baja,0,4.4,2026-01-27,0
372,2,Incidencia con entrenador,0,2.7,2025-09-07,0
373,1,Queja instalaciones,1,1.0,2025-10-27,0
374,1,Solicitud de baja,1,2.6,2026-02-20,1
375,2,Error en factura,0,4.7,2025-07-25,0
376,1,Error en factura,0,2.1,2025-10-15,0
377,3,Problema con reserva de clase,1,2.5,2025-07-26,0
378,1,Queja instalaciones,1,2.3,2026-05-11,0
379,0,,0,,,0
380,4,Error en factura,0,3.4,2025-08-30,0
381,1,Solicitud de baja,0,3.2,2026-02-24,2
382,1,Problema con reserva de clase,0,2.8,2026-01-10,0
383,2,Incidencia con entrenador,0,3.8,2025-08-17,0
384,2,Problema con reserva de clase,0,4.3,2026-02-02,2
385,1,Error en factura,0,1.7,2025-09-08,0
386,3,Problema con reserva de clase,0,2.1,2026-03-12,1
387,3,Problema con tarjeta de acceso,0,3.9,2026-03-28,0
388,0,,0,,,0
389,1,Incidencia con entrenador,0,2.6,2025-10-26,1
390,1,Queja instalaciones,0,2.9,2026-04-04,0
391,6,Problema con tarjeta de acceso,1,3.7,2026-05-29,1
392,5,Incidencia con entrenador,0,2.8,2026-04-23,2
393,1,Queja instalaciones,0,2.4,2026-02-18,0
394,2,Queja instalaciones,1,4.0,2025-10-07,0
395,1,Solicitud de congelación,0,3.3,2026-02-05,0
396,1,Queja instalaciones,0,1.5,2026-06-17,0
397,0,,0,,,0
398,3,Otros,1,3.4,2026-03-03,1
399,4,Problema con reserva de clase,0,3.6,2026-05-30,0
400,1,Otros,0,2.6,2026-06-24,0
401,1,Cambio de plan,1,4.1,2026-02-08,0
402,1,Otros,0,2.9,2026-07-09,1
403,2,Error en factura,2,3.8,2026-03-21,3
404,5,Solicitud de baja,0,2.1,2026-03-10,0
405,1,Incidencia con entrenador,0,2.5,2025-12-19,0
406,4,Solicitud de baja,0,1.4,2026-05-19,0
407,1,Incidencia con entrenador,1,2.3,2026-07-03,0
408,0,,0,,,0
409,2,Incidencia con entrenador,2,3.9,2026-03-08,1
410,1,Queja instalaciones,0,2.5,2025-11-30,1
411,1,Solicitud de baja,0,2.2,2026-02-25,0
412,2,Problema con reserva de clase,0,2.5,2026-05-03,1
413,3,Problema con tarjeta de acceso,0,3.4,2025-08-23,0
414,0,,0,,,0
415,1,Incidencia con entrenador,0,2.4,2025-07-20,0
416,0,,0,,,0
417,0,,0,,,0
418,0,,0,,,0
419,1,Cambio de plan,0,2.6,2025-08-26,1
420,2,Error en factura,0,3.6,2025-07-13,0
421,0,,0,,,0
422,0,,0,,,0
423,3,Otros,1,4.7,2026-01-14,0
424,1,Problema con reserva de clase,0,2.2,2025-07-27,0
425,2,Queja instalaciones,2,4.0,2025-10-28,1
426,1,Incidencia con entrenador,0,3.5,2026-05-29,1
427,5,Incidencia con entrenador,0,2.1,2026-01-28,0
428,3,Solicitud de congelación,0,2.0,2025-08-01,1
429,1,Solicitud de baja,0,2.2,2025-11-21,1
430,1,Incidencia con entrenador,1,4.2,2026-05-27,1
431,3,Queja instalaciones,0,3.0,2025-12-26,2
432,0,,0,,,0
433,5,Queja instalaciones,0,3.0,2025-09-04,2
434,3,Incidencia con entrenador,1,3.7,2025-12-20,3
435,1,Solicitud de baja,0,2.9,2025-12-21,1
436,0,,0,,,0
437,2,Problema con tarjeta de acceso,1,1.9,2025-11-25,0
438,2,Otros,0,1.5,2025-11-07,0
439,3,Incidencia con entrenador,1,1.8,2026-05-30,0
440,1,Error en factura,0,2.4,2025-11-06,0
441,3,Incidencia con entrenador,0,3.5,2026-01-03,1
442,0,,0,,,0
443,2,Error en factura,0,3.7,2026-02-20,0
444,2,Cambio de plan,0,3.6,2026-05-23,0
445,0,,0,,,0
446,0,,0,,,0
447,1,Cambio de plan,0,2.4,2026-03-28,1
448,1,Error en factura,0,2.1,2025-12-04,0
449,1,Cambio de plan,0,2.7,2025-08-01,0
450,0,,0,,,0
451,2,Solicitud de congelación,0,2.7,2025-10-20,0
452,2,Incidencia con entrenador,0,3.3,2025-11-28,2
453,3,Solicitud de baja,1,2.9,2025-12-01,2
454,1,Incidencia con entrenador,0,1.9,2026-06-23,0
455,2,Solicitud de baja,1,4.4,2026-07-02,0
456,0,,0,,,0
457,1,Incidencia con entrenador,0,2.1,2026-02-27,2
458,0,,0,,,0
459,0,,0,,,0
460,1,Solicitud de congelación,0,4.9,2025-08-19,1
461,3,Cambio de plan,1,3.9,2025-10-10,1
462,5,Solicitud de baja,0,5.3,2025-08-09,2
463,4,Solicitud de baja,0,4.7,2025-09-26,0
464,1,Queja instalaciones,1,4.3,2026-04-30,0
465,1,Problema con tarjeta de acceso,0,4.4,2025-09-01,1
466,1,Problema con tarjeta de acceso,0,2.1,2025-11-04,0
467,3,Problema con reserva de clase,0,4.6,2026-02-09,1
468,2,Error en factura,0,2.1,2026-01-15,0
469,1,Solicitud de congelación,0,2.9,2026-05-09,1
470,2,Problema con tarjeta de acceso,0,4.4,2025-08-06,1
471,1,Problema con tarjeta de acceso,0,5.0,2025-08-16,2
472,2,Cambio de plan,2,4.6,2025-11-17,1
473,2,Solicitud de baja,0,4.1,2025-08-31,1
474,1,Cambio de plan,0,1.8,2026-03-10,0
475,0,,0,,,0
476,1,Error en factura,0,3.8,2025-07-21,0
477,2,Otros,2,2.6,2025-11-06,2
478,2,Queja instalaciones,1,3.8,2025-11-14,0
479,2,Otros,0,5.2,2026-01-20,1
480,2,Problema con reserva de clase,0,2.9,2026-02-23,0
481,1,Solicitud de baja,0,3.4,2026-02-03,1
482,1,Error en factura,0,2.8,2025-08-13,0
483,0,,0,,,0
484,2,Incidencia con entrenador,0,4.0,2025-11-14,0
485,2,Solicitud de congelación,1,2.4,2026-03-12,0
486,0,,0,,,0
487,1,Queja instalaciones,0,2.0,2025-10-10,0
488,0,,0,,,0
489,1,Incidencia con entrenador,0,3.6,2026-07-02,0
490,3,Incidencia con entrenador,0,2.7,2025-11-05,1
491,1,Cambio de plan,1,3.4,2025-10-28,2
492,1,Error en factura,0,1.8,2025-08-11,1
493,0,,0,,,0
494,2,Problema con reserva de clase,0,2.8,2025-10-13,0
495,1,Cambio de plan,0,2.4,2025-08-24,0
496,0,,0,,,0
497,1,Error en factura,0,3.4,2026-03-11,0
498,2,Solicitud de congelación,0,2.7,2025-08-10,0
499,3,Cambio de plan,0,2.0,2025-11-15,0
500,1,Error en factura,0,4.3,2026-03-05,1
501,7,Queja instalaciones,1,3.4,2025-12-23,2
502,3,Problema con tarjeta de acceso,0,4.6,2026-06-08,3
503,4,Otros,1,5.6,2026-01-25,2
504,4,Problema con tarjeta de acceso,1,4.0,2025-09-29,0
505,6,Problema con tarjeta de acceso,1,5.0,2025-12-02,2
506,2,Problema con reserva de clase,1,4.8,2026-05-10,2
507,4,Otros,0,4.7,2026-06-20,2
508,1,Problema con reserva de clase,0,6.3,2025-11-11,1
509,9,Problema con tarjeta de acceso,3,4.7,2025-08-24,2
510,3,Error en factura,0,3.4,2026-02-12,0
511,2,Queja instalaciones,1,4.6,2025-09-15,2
512,6,Error en factura,0,4.4,2026-01-23,1
513,2,Incidencia con entrenador,1,2.9,2026-04-01,1
514,2,Solicitud de baja,0,5.5,2025-11-18,2
515,4,Otros,2,5.0,2026-06-08,1
516,4,Queja instalaciones,0,4.6,2025-12-14,1
517,3,Queja instalaciones,0,3.1,2025-09-08,2
518,5,Cambio de plan,0,4.5,2026-06-09,1
519,2,Incidencia con entrenador,0,2.8,2025-07-29,3
520,2,Problema con reserva de clase,0,3.5,2026-01-10,1
521,1,Cambio de plan,0,4.9,2026-04-20,3
522,2,Problema con tarjeta de acceso,1,5.4,2026-02-16,2
523,5,Incidencia con entrenador,0,3.5,2025-08-25,1
524,3,Problema con tarjeta de acceso,1,4.6,2025-08-24,0
525,2,Error en factura,1,5.7,2025-08-28,0
526,6,Problema con tarjeta de acceso,0,5.0,2025-11-02,3
527,0,,0,,,0
528,3,Problema con tarjeta de acceso,1,4.4,2026-03-16,1
529,4,Queja instalaciones,0,4.8,2025-11-25,2
530,3,Solicitud de congelación,2,3.0,2026-04-12,0
531,2,Incidencia con entrenador,0,3.8,2026-07-08,2
532,4,Otros,1,5.1,2026-03-02,1
533,6,Solicitud de congelación,1,3.6,2026-01-13,2
534,2,Queja instalaciones,0,4.0,2026-05-25,2
535,2,Otros,2,4.2,2026-07-09,0
536,3,Incidencia con entrenador,0,4.6,2026-04-17,2
537,1,Cambio de plan,0,3.2,2025-11-13,1
538,4,Problema con tarjeta de acceso,0,3.1,2025-11-07,0
539,1,Queja instalaciones,0,4.9,2025-12-18,1
540,5,Problema con tarjeta de acceso,3,5.1,2025-07-14,0
541,1,Problema con reserva de clase,1,4.6,2025-12-16,3
542,6,Queja instalaciones,0,2.4,2026-04-24,1
543,3,Cambio de plan,1,4.4,2025-12-24,1
544,2,Solicitud de baja,0,2.5,2026-05-29,0
545,3,Incidencia con entrenador,1,4.4,2025-12-29,1
546,2,Error en factura,1,3.7,2025-11-13,0
547,3,Solicitud de congelación,1,6.0,2025-12-10,0
548,4,Queja instalaciones,0,5.0,2025-11-19,1
549,4,Problema con tarjeta de acceso,0,2.6,2025-12-19,2
550,0,,0,,,0
551,3,Problema con reserva de clase,2,4.8,2026-06-16,3
552,2,Incidencia con entrenador,2,3.3,2025-07-16,2
553,3,Solicitud de congelación,0,5.5,2025-09-29,0
554,1,Solicitud de congelación,1,3.4,2026-05-23,4
555,4,Error en factura,1,2.8,2025-10-03,2
556,4,Solicitud de congelación,3,1.6,2026-01-20,3
557,3,Problema con tarjeta de acceso,1,3.8,2026-02-08,0
558,4,Queja instalaciones,1,3.3,2025-07-20,1
559,2,Incidencia con entrenador,1,4.3,2025-07-22,4
560,5,Error en factura,0,5.9,2025-11-09,2
561,5,Cambio de plan,0,5.7,2025-10-22,0
562,5,Problema con reserva de clase,1,4.7,2026-05-19,0
563,0,,0,,,0
564,3,Cambio de plan,1,3.6,2026-03-16,1
565,0,,0,,,0
566,3,Error en factura,0,2.1,2025-12-14,0
