cliente_id,plan_contratado,precio_plan,entrenador_personal,nutricionista,spa,piscina,clases_premium,servicios_adicionales,num_compras_adicionales,importe_total_compras
79,Estándar,44.99,False,False,False,True,True,Taquilla,0,0.0
80,VIP,99.99,False,False,False,True,False,Ninguno,2,129.58
81,Estándar,44.99,True,False,True,False,False,Parking,4,282.31
82,Acceso Total,79.99,True,False,True,False,True,Taquilla + Toalla,4,90.59
83,Premium,64.99,True,False,True,False,True,Toalla,3,31.99
84,Estándar,44.99,False,False,False,False,True,Ninguno,0,0.0
85,Estándar,44.99,True,False,False,False,False,Toalla,1,65.89
86,Básico,29.99,False,False,False,True,True,Taquilla,0,0.0
87,VIP,99.99,False,False,False,False,True,Ninguno,5,107.79
88,Estándar,44.99,False,False,False,False,True,Taquilla + Toalla,0,0.0
89,Premium,64.99,False,False,True,False,False,Ninguno,3,159.42
90,Estándar,44.99,True,True,True,True,True,Taquilla,2,159.19
91,Premium,64.99,True,True,True,False,False,Taquilla,0,0.0
92,VIP,99.99,True,False,False,False,True,Parking,0,0.0
93,VIP,99.99,False,True,False,True,True,Ninguno,4,121.22
94,VIP,99.99,False,False,False,True,False,Toalla,3,225.11
95,Básico,29.99,True,True,True,True,False,Ninguno,4,212.35
96,Básico,29.99,False,False,False,True,False,Toalla,1,10.62
97,Premium,64.99,False,True,False,True,False,Parking + Taquilla,0,0.0
98,Premium,64.99,False,False,False,True,True,Toalla,3,52.83
99,Premium,64.99,False,False,False,False,True,Taquilla,0,0.0
100,Básico,29.99,False,False,False,False,False,Parking + Taquilla,4,95.72
101,Estándar,44.99,False,False,False,True,True,Toalla,0,0.0
102,Básico,29.99,True,False,True,True,True,Taquilla,2,35.36
103,Solo Clases,34.99,False,False,True,False,True,Toalla,3,120.23
104,Estándar,44.99,True,False,False,False,False,Taquilla + Toalla,2,54.68
105,Premium,64.99,False,True,True,True,False,Taquilla + Toalla,3,71.67
106,Básico,29.99,True,True,True,False,False,Parking,4,216.09
107,VIP,99.99,False,False,False,False,False,Taquilla,3,49.1
108,Estándar,44.99,False,False,False,True,False,Toalla,3,119.48
109,Solo Clases,34.99,False,False,False,True,True,Taquilla,4,129.56
110,Solo Clases,34.99,False,False,False,True,False,Taquilla + Toalla,3,88.83
111,Estándar,44.99,False,False,False,False,True,Parking + Taquilla,1,48.62
112,Solo Clases,34.99,True,False,True,False,True,Parking,0,0.0
113,Acceso Total,79.99,True,False,False,True,True,Ninguno,2,102.12
114,VIP,99.99,True,False,False,True,True,Ninguno,3,227.78
115,VIP,99.99,False,False,False,False,False,Taquilla + Toalla,0,0.0
116,Estándar,44.99,False,True,True,True,True,Toalla,0,0.0
117,Premium,64.99,False,False,True,False,False,Parking,1,29.19
118,Básico,29.99,True,False,True,False,True,Taquilla,0,0.0
119,Básico,29.99,True,True,False,True,False,Taquilla + Toalla,0,0.0
120,Acceso Total,79.99,False,False,False,False,True,Parking,4,167.52
121,Estándar,44.99,False,False,True,True,False,Ninguno,1,47.35
122,Premium,64.99,False,False,True,False,False,Ninguno,0,0.0
123,VIP,99.99,False,False,False,True,False,Ninguno,2,152.5
124,Solo Clases,34.99,True,False,False,True,False,Ninguno,6,322.9
125,Acceso Total,79.99,True,False,False,False,True,Parking,3,52.35
126,Estándar,44.99,True,False,True,True,True,Parking,2,48.86
127,Básico,29.99,False,False,True,False,True,Parking + Taquilla,1,60.84
128,Premium,64.99,False,True,False,False,False,Taquilla,3,69.66
129,Básico,29.99,True,False,False,False,False,Parking,0,0.0
130,Básico,29.99,False,False,False,True,False,Parking + Taquilla,1,46.87
131,Estándar,44.99,True,False,False,True,True,Parking + Taquilla,1,75.43
132,VIP,99.99,False,True,False,True,True,Ninguno,0,0.0
133,Premium,64.99,False,False,False,False,True,Taquilla + Toalla,4,268.33
134,Estándar,44.99,False,False,False,False,False,Parking,4,74.46
135,VIP,99.99,False,False,True,False,True,Ninguno,3,77.6
136,Estándar,44.99,False,False,False,True,True,Parking + Taquilla,1,71.9
137,Básico,29.99,False,False,False,True,False,Parking,2,66.72
138,VIP,99.99,False,True,False,False,False,Taquilla + Toalla,1,47.13
139,Premium,64.99,False,False,False,True,False,Ninguno,0,0.0
140,VIP,99.99,False,False,False,True,True,Ninguno,0,0.0
141,Básico,29.99,False,False,False,True,True,Ninguno,5,89.61
142,Solo Clases,34.99,False,False,False,False,False,Taquilla + Toalla,2,69.37
143,Premium,64.99,True,False,False,False,True,Taquilla,0,0.0
144,Premium,64.99,True,False,False,False,False,Ninguno,2,101.33
145,Premium,64.99,True,False,True,False,False,Ninguno,0,0.0
146,Solo Clases,34.99,False,False,False,True,False,Taquilla,3,91.89
147,Premium,64.99,True,True,False,True,False,Taquilla,5,91.03
148,Premium,64.99,True,False,True,True,True,Ninguno,5,295.49
149,Acceso Total,79.99,True,True,False,False,False,Ninguno,2,21.75
150,VIP,99.99,True,False,True,False,False,Parking,1,58.9
151,Estándar,44.99,False,True,True,False,False,Parking + Taquilla,1,12.25
152,VIP,99.99,True,False,False,True,True,Taquilla + Toalla,4,195.16
153,Estándar,44.99,False,False,False,False,True,Parking,4,145.72
154,Estándar,44.99,True,True,False,False,False,Parking + Taquilla,0,0.0
155,Premium,64.99,True,False,True,False,False,Ninguno,2,132.47
156,Solo Clases,34.99,False,False,False,False,True,Toalla,1,11.96
157,Acceso Total,79.99,False,False,True,False,True,Parking + Taquilla,2,150.09
158,Estándar,44.99,False,False,False,False,True,Taquilla + Toalla,4,52.79
159,Premium,64.99,False,False,False,False,False,Taquilla + Toalla,0,0.0
160,Básico,29.99,True,False,False,False,True,Ninguno,6,270.91
161,Acceso Total,79.99,True,False,True,False,False,Parking + Taquilla,2,84.83
162,Acceso Total,79.99,True,False,True,True,True,Parking + Taquilla,1,19.86
163,Premium,64.99,False,True,False,False,True,Taquilla + Toalla,0,0.0
164,VIP,99.99,False,False,True,False,True,Parking + Taquilla,0,0.0
165,Premium,64.99,False,False,False,False,True,Taquilla,2,127.28
166,Premium,64.99,False,True,True,True,True,Taquilla + Toalla,5,159.8
167,Básico,29.99,False,False,False,False,True,Toalla,3,237.09
168,Estándar,44.99,True,False,False,True,True,Parking,0,0.0
169,VIP,99.99,False,False,True,False,True,Parking,1,76.64
170,VIP,99.99,False,False,False,False,True,Parking + Taquilla,3,38.96
171,Estándar,44.99,True,False,False,False,False,Taquilla + Toalla,3,63.22
172,Acceso Total,79.99,False,False,False,False,False,Taquilla + Toalla,2,85.59
173,Básico,29.99,False,False,False,True,False,Taquilla + Toalla,0,0.0
174,Premium,64.99,False,False,True,False,True,Taquilla + Toalla,1,18.0
175,Premium,64.99,True,False,False,True,True,Taquilla + Toalla,0,0.0
176,VIP,99.99,True,True,True,False,False,Ninguno,3,230.06
177,VIP,99.99,True,False,False,False,False,Parking + Taquilla,2,83.2
178,Estándar,44.99,False,False,True,False,False,Taquilla + Toalla,0,0.0
179,Básico,29.99,False,False,False,True,False,Parking + Taquilla,2,81.15
180,Premium,64.99,True,False,True,True,True,Taquilla,1,15.45
181,Premium,64.99,False,True,True,True,True,Toalla,0,0.0
182,Estándar,44.99,True,True,False,False,True,Parking + Taquilla,0,0.0
183,VIP,99.99,False,True,False,False,True,Ninguno,2,25.11
184,Premium,64.99,True,False,True,True,True,Taquilla,2,68.73
185,Premium,64.99,False,False,True,False,True,Parking,7,471.34
186,Solo Clases,34.99,False,False,True,False,False,Parking,0,0.0
187,Básico,29.99,True,False,False,True,False,Taquilla + Toalla,3,110.13
188,Básico,29.99,True,False,False,False,True,Ninguno,2,159.35
189,VIP,99.99,False,False,False,False,True,Parking,2,33.96
190,Premium,64.99,False,False,False,False,False,Taquilla,0,0.0
191,VIP,99.99,True,True,False,True,False,Parking + Taquilla,1,59.27
192,Solo Clases,34.99,True,False,False,False,False,Parking + Taquilla,1,28.51
193,VIP,99.99,False,False,True,False,False,Taquilla,4,261.34
194,Solo Clases,34.99,True,False,True,False,False,Parking,0,0.0
195,Premium,64.99,False,False,True,True,True,Taquilla,2,151.51
196,Premium,64.99,False,False,False,False,False,Taquilla,7,118.79
197,Estándar,44.99,False,False,True,True,False,Parking,2,42.27
198,Básico,29.99,False,False,False,False,True,Taquilla,0,0.0
199,Premium,64.99,False,False,True,False,False,Parking + Taquilla,1,64.43
200,Estándar,44.99,False,False,False,False,True,Parking + Taquilla,0,0.0
201,Solo Clases,34.99,True,False,True,True,True,Parking,2,141.37
202,Premium,64.99,False,True,False,False,False,Taquilla,0,0.0
203,Premium,64.99,True,False,False,False,False,Parking + Taquilla,0,0.0
204,Premium,64.99,True,False,False,True,True,Taquilla,2,61.83
205,Básico,29.99,True,True,False,False,False,Parking,5,260.0
206,Básico,29.99,False,False,False,False,True,Parking,0,0.0
207,Estándar,44.99,True,False,False,False,False,Parking + Taquilla,1,58.41
208,Básico,29.99,False,False,False,False,True,Parking + Taquilla,1,30.6
209,Premium,64.99,False,False,False,False,True,Parking + Taquilla,2,59.35
210,Solo Clases,34.99,False,False,True,False,True,Parking + Taquilla,0,0.0
211,Solo Clases,34.99,True,True,False,True,False,Parking,3,104.11
212,Premium,64.99,True,True,False,True,True,Toalla,0,0.0
213,Estándar,44.99,True,True,False,False,False,Toalla,1,40.06
214,Solo Clases,34.99,False,False,False,False,False,Toalla,6,111.37
215,Solo Clases,34.99,False,False,True,True,True,Taquilla + Toalla,1,29.85
216,Básico,29.99,False,False,False,True,True,Parking + Taquilla,2,30.48
217,VIP,99.99,True,False,False,False,True,Taquilla + Toalla,4,53.1
218,Estándar,44.99,False,False,False,True,True,Taquilla,0,0.0
219,VIP,99.99,True,True,True,False,True,Taquilla + Toalla,1,12.59
220,Acceso Total,79.99,False,False,False,False,False,Taquilla + Toalla,4,242.51
221,Básico,29.99,False,False,False,True,False,Parking + Taquilla,2,157.76
222,Solo Clases,34.99,False,False,True,True,True,Ninguno,5,60.25
223,Premium,64.99,False,False,True,False,False,Taquilla,1,60.69
224,Acceso Total,79.99,True,True,False,False,True,Ninguno,2,56.36
225,Premium,64.99,True,False,False,True,True,Toalla,2,117.81
226,Solo Clases,34.99,True,False,False,False,False,Parking,1,72.15
227,Básico,29.99,False,False,False,True,True,Toalla,4,130.14
228,Estándar,44.99,True,False,False,False,False,Parking,2,136.98
229,Básico,29.99,True,False,False,False,False,Parking + Taquilla,2,50.26
230,Acceso Total,79.99,True,False,False,False,True,Parking,4,183.9
231,VIP,99.99,True,False,True,False,False,Toalla,0,0.0
232,VIP,99.99,False,False,False,False,False,Taquilla + Toalla,6,128.96
233,Solo Clases,34.99,False,False,True,True,False,Taquilla + Toalla,0,0.0
234,Básico,29.99,False,False,False,False,True,Ninguno,6,208.86
235,Estándar,44.99,False,False,False,False,False,Taquilla + Toalla,3,183.72
236,Básico,29.99,False,False,False,True,True,Taquilla + Toalla,4,185.21
237,Estándar,44.99,False,False,False,True,True,Taquilla,3,43.83
238,Estándar,44.99,False,False,False,True,False,Ninguno,2,50.78
239,Premium,64.99,False,False,False,True,True,Toalla,3,184.12
240,Estándar,44.99,False,False,True,False,False,Parking + Taquilla,0,0.0
241,Básico,29.99,False,True,False,False,False,Toalla,1,11.46
242,Básico,29.99,True,True,False,True,False,Toalla,2,155.74
243,Básico,29.99,False,False,True,True,True,Taquilla,0,0.0
244,Acceso Total,79.99,False,False,False,False,True,Taquilla + Toalla,1,44.35
245,VIP,99.99,True,False,False,True,False,Toalla,0,0.0
246,Acceso Total,79.99,True,True,True,True,False,Parking + Taquilla,4,185.41
247,Premium,64.99,False,False,True,False,False,Parking,1,61.87
248,Básico,29.99,True,False,True,False,True,Parking + Taquilla,0,0.0
249,VIP,99.99,False,True,True,True,False,Parking + Taquilla,2,68.84
250,Estándar,44.99,False,False,True,False,False,Parking,4,185.62
251,Estándar,44.99,False,False,True,True,False,Ninguno,1,44.92
252,Básico,29.99,False,False,False,True,True,Parking + Taquilla,3,64.15
253,Básico,29.99,False,False,False,True,False,Taquilla + Toalla,1,31.41
254,Estándar,44.99,False,False,False,False,False,Toalla,2,129.94
255,Estándar,44.99,False,True,True,False,True,Taquilla + Toalla,0,0.0
256,Premium,64.99,False,False,False,False,True,Parking + Taquilla,2,74.07
257,Básico,29.99,True,True,False,False,False,Toalla,0,0.0
258,Básico,29.99,False,False,False,False,False,Toalla,4,63.97
259,VIP,99.99,False,False,True,False,False,Taquilla + Toalla,0,0.0
260,Básico,29.99,False,False,False,False,False,Taquilla + Toalla,1,42.29
261,Estándar,44.99,True,False,False,True,True,Parking,2,91.71
262,Solo Clases,34.99,False,False,False,False,True,Taquilla + Toalla,1,18.82
263,Básico,29.99,True,False,True,False,False,Parking + Taquilla,0,0.0
264,Básico,29.99,False,True,False,True,True,Ninguno,0,0.0
265,Premium,64.99,False,False,False,True,False,Taquilla,0,0.0
266,Estándar,44.99,True,False,False,True,True,Taquilla + Toalla,0,0.0
267,Premium,64.99,False,True,False,False,False,Ninguno,2,136.58
268,VIP,99.99,False,False,False,False,True,Taquilla,2,137.84
269,Estándar,44.99,True,True,False,False,True,Taquilla,0,0.0
270,Premium,64.99,True,False,False,True,False,Taquilla + Toalla,1,30.3
271,Premium,64.99,False,False,False,True,False,Taquilla + Toalla,0,0.0
272,Básico,29.99,False,False,False,False,True,Ninguno,0,0.0
273,Premium,64.99,False,True,True,False,True,Toalla,4,42.55
274,Estándar,44.99,False,False,True,False,True,Parking,0,0.0
275,Premium,64.99,False,False,False,True,True,Toalla,5,324.74
276,Básico,29.99,True,True,False,True,False,Taquilla + Toalla,3,157.23
277,Estándar,44.99,False,False,False,True,True,Parking,3,103.1
278,Estándar,44.99,False,False,False,True,False,Ninguno,4,226.27
279,VIP,99.99,False,False,True,True,True,Ninguno,0,0.0
280,Básico,29.99,False,True,True,False,False,Parking,2,55.07
281,Premium,64.99,False,False,False,False,False,Ninguno,6,353.46
282,Estándar,44.99,False,True,False,False,False,Taquilla + Toalla,2,115.04
283,VIP,99.99,False,False,True,False,False,Parking + Taquilla,2,33.47
284,Premium,64.99,False,False,False,True,True,Ninguno,5,169.25
285,Premium,64.99,True,False,False,False,True,Parking,0,0.0
286,VIP,99.99,True,False,False,False,False,Taquilla + Toalla,0,0.0
287,Solo Clases,34.99,False,False,False,False,True,Ninguno,1,25.68
288,Estándar,44.99,True,True,False,True,False,Taquilla,2,155.54
289,Premium,64.99,True,True,False,False,False,Parking + Taquilla,4,289.71
290,Solo Clases,34.99,True,True,True,True,False,Taquilla + Toalla,3,84.79
291,Acceso Total,79.99,False,False,True,True,True,Ninguno,0,0.0
292,Solo Clases,34.99,False,True,True,True,True,Ninguno,5,171.05
293,Estándar,44.99,True,True,True,False,False,Parking + Taquilla,4,51.69
294,Estándar,44.99,False,False,True,False,False,Taquilla,3,34.5
295,Premium,64.99,True,False,True,True,True,Parking,6,262.51
296,VIP,99.99,False,False,False,True,True,Ninguno,3,121.97
297,Premium,64.99,False,False,False,False,False,Parking,6,64.22
298,Premium,64.99,False,True,True,False,False,Ninguno,0,0.0
299,VIP,99.99,False,False,False,False,True,Taquilla,1,79.87
300,Estándar,44.99,False,False,True,True,False,Parking,2,48.82
301,Solo Clases,34.99,True,True,False,False,False,Parking,1,30.49
302,Premium,64.99,True,False,False,True,True,Ninguno,0,0.0
303,Estándar,44.99,False,False,True,True,False,Toalla,0,0.0
304,Premium,64.99,False,False,True,False,True,Parking + Taquilla,4,163.28
305,VIP,99.99,False,True,False,True,False,Ninguno,2,28.36
306,Básico,29.99,True,False,False,False,False,Taquilla,0,0.0
307,Estándar,44.99,False,False,False,False,False,Parking,3,188.44
308,Acceso Total,79.99,False,True,False,True,False,Ninguno,4,135.46
309,Básico,29.99,False,False,True,False,False,Taquilla + Toalla,3,230.02
310,Premium,64.99,True,False,True,False,False,Parking + Taquilla,0,0.0
311,Premium,64.99,False,False,True,False,False,Parking + Taquilla,1,76.57
312,Premium,64.99,False,False,False,False,False,Parking,2,58.4
313,Premium,64.99,True,False,False,False,True,Toalla,1,69.33
314,Estándar,44.99,False,False,False,False,False,Parking + Taquilla,3,207.31
315,Premium,64.99,True,False,False,False,False,Taquilla,2,56.12
316,Estándar,44.99,True,False,False,False,False,Parking,2,111.84
317,Premium,64.99,False,False,False,False,False,Taquilla,2,28.51
318,Básico,29.99,True,False,False,True,True,Toalla,4,191.32
319,Premium,64.99,False,False,False,False,False,Parking,4,143.98
320,Básico,29.99,True,False,False,True,False,Toalla,2,104.98
321,Básico,29.99,True,False,True,False,False,Toalla,0,0.0
322,Estándar,44.99,True,True,False,True,True,Parking,6,360.62
323,Básico,29.99,False,True,False,True,True,Taquilla,1,36.68
324,VIP,99.99,True,False,False,True,False,Parking,0,0.0
325,Estándar,44.99,False,False,True,True,True,Parking + Taquilla,0,0.0
326,Solo Clases,34.99,False,False,True,False,False,Taquilla,0,0.0
327,Acceso Total,79.99,False,True,True,False,True,Taquilla + Toalla,4,141.33
328,Premium,64.99,False,False,True,True,True,Taquilla + Toalla,2,130.08
329,Básico,29.99,True,True,False,True,True,Parking + Taquilla,2,39.34
330,Estándar,44.99,False,False,False,False,False,Taquilla,5,251.6
331,VIP,99.99,True,True,False,False,False,Parking,0,0.0
332,Estándar,44.99,False,False,True,True,False,Taquilla,0,0.0
333,Básico,29.99,True,True,False,False,True,Parking + Taquilla,5,152.69
334,Premium,64.99,False,True,False,True,False,Parking + Taquilla,5,65.83
335,Solo Clases,34.99,False,False,False,True,False,Taquilla + Toalla,2,118.02
336,VIP,99.99,True,False,False,True,True,Taquilla,0,0.0
337,Básico,29.99,True,False,False,False,True,Ninguno,0,0.0
338,Premium,64.99,False,False,False,False,False,Taquilla + Toalla,0,0.0
339,Estándar,44.99,True,False,True,True,True,Taquilla + Toalla,0,0.0
340,Básico,29.99,False,False,False,False,False,Toalla,4,176.26
341,Solo Clases,34.99,True,False,False,False,False,Toalla,2,39.74
342,Básico,29.99,False,True,True,False,True,Parking,3,142.96
343,Estándar,44.99,True,False,False,True,False,Taquilla + Toalla,2,92.93
344,Básico,29.99,True,False,False,True,True,Taquilla + Toalla,4,288.89
345,Solo Clases,34.99,False,False,True,True,True,Parking + Taquilla,1,65.53
346,VIP,99.99,True,False,False,False,True,Parking,1,57.05
347,Premium,64.99,True,False,False,True,False,Taquilla,4,275.6
348,VIP,99.99,True,True,False,True,False,Taquilla,3,153.13
349,Básico,29.99,False,False,False,False,False,Taquilla,3,71.7
350,Premium,64.99,True,True,True,True,False,Ninguno,1,44.35
351,Estándar,44.99,False,False,False,True,False,Toalla,0,0.0
352,Básico,29.99,False,False,False,False,False,Taquilla + Toalla,0,0.0
353,Premium,64.99,False,False,False,True,True,Toalla,0,0.0
354,Acceso Total,79.99,False,False,False,False,True,Parking + Taquilla,0,0.0
355,Básico,29.99,True,False,True,False,False,Taquilla,1,12.03
356,Estándar,44.99,False,False,True,False,True,Toalla,0,0.0
357,Estándar,44.99,False,False,True,False,True,Toalla,1,54.54
358,Estándar,44.99,False,False,False,True,True,Parking + Taquilla,4,70.89
359,Solo Clases,34.99,False,False,True,False,False,Parking + Taquilla,5,166.65
360,Estándar,44.99,False,False,False,False,False,Parking,1,23.89
361,Premium,64.99,True,False,True,True,False,Taquilla,4,194.83
362,VIP,99.99,False,False,True,True,True,Parking,4,151.42
363,Básico,29.99,False,False,True,False,False,Ninguno,1,66.91
364,Estándar,44.99,False,False,True,True,True,Ninguno,1,15.17
365,Premium,64.99,False,False,True,True,False,Parking + Taquilla,1,51.17
366,Premium,64.99,False,True,True,True,False,Parking + Taquilla,0,0.0
367,Acceso Total,79.99,False,False,False,False,False,Taquilla + Toalla,1,49.27
368,VIP,99.99,False,True,False,False,False,Taquilla + Toalla,3,182.79
369,Estándar,44.99,True,False,False,False,True,Taquilla + Toalla,5,179.44
370,Solo Clases,34.99,True,False,False,True,True,Ninguno,1,49.26
371,Básico,29.99,False,False,False,True,True,Parking,3,189.72
372,Básico,29.99,False,False,False,True,True,Ninguno,6,195.01
373,Estándar,44.99,False,False,True,True,True,Toalla,0,0.0
374,Estándar,44.99,False,False,False,True,True,Parking + Taquilla,1,15.7
375,Premium,64.99,False,False,False,True,False,Taquilla + Toalla,4,283.53
376,Premium,64.99,False,True,False,True,True,Taquilla,4,249.72
377,Solo Clases,34.99,False,False,False,True,True,Parking,0,0.0
378,Premium,64.99,True,False,False,False,True,Parking,1,76.64
379,Premium,64.99,False,False,False,True,True,Taquilla,0,0.0
380,Básico,29.99,True,False,False,False,False,Ninguno,4,127.32
381,Básico,29.99,False,False,False,False,False,Toalla,2,109.09
382,Premium,64.99,True,False,False,False,False,Taquilla + Toalla,5,254.56
383,Premium,64.99,False,False,False,True,False,Taquilla,1,17.21
384,VIP,99.99,False,False,False,False,False,Parking + Taquilla,4,254.5
385,Estándar,44.99,True,False,True,True,True,Taquilla + Toalla,0,0.0
386,Básico,29.99,False,False,False,True,True,Taquilla,5,107.69
387,Estándar,44.99,True,False,False,False,True,Toalla,3,93.54
388,Estándar,44.99,True,False,False,True,True,Toalla,1,31.82
389,Básico,29.99,True,True,True,True,True,Parking + Taquilla,0,0.0
390,VIP,99.99,False,False,True,False,False,Taquilla + Toalla,2,111.29
391,Básico,29.99,True,False,False,False,True,Taquilla,3,110.32
392,Premium,64.99,False,False,False,False,False,Ninguno,5,255.17
393,Estándar,44.99,True,False,False,False,True,Parking + Taquilla,0,0.0
394,Básico,29.99,False,False,False,True,True,Ninguno,5,352.11
395,Estándar,44.99,True,False,False,True,True,Ninguno,8,101.39
396,VIP,99.99,False,True,False,True,True,Taquilla,0,0.0
397,Premium,64.99,False,False,False,True,False,Taquilla,3,167.57
398,VIP,99.99,True,False,True,True,True,Taquilla,1,73.4
399,Básico,29.99,False,True,False,True,True,Ninguno,0,0.0
400,VIP,99.99,True,False,False,False,False,Parking,0,0.0
401,Básico,29.99,True,True,False,False,False,Toalla,0,0.0
402,VIP,99.99,True,False,True,False,True,Taquilla,2,122.14
403,Premium,64.99,True,False,True,False,False,Ninguno,3,214.21
404,Acceso Total,79.99,True,False,True,True,True,Parking + Taquilla,4,251.63
405,Premium,64.99,True,False,False,False,False,Taquilla,3,87.29
406,Básico,29.99,False,True,False,False,False,Toalla,3,151.53
407,Básico,29.99,False,False,True,False,True,Taquilla + Toalla,0,0.0
408,VIP,99.99,False,True,False,True,True,Toalla,4,98.09
